,Country,Currency,Currency abbreviation,GDP per capita PPP,GDP per capita,Forex score,today_rate,PPP,coffee,Final score,id
28,Spain,Euro,EUR,40698.6887,30103.5,-5.365212264027239,33.28651748788077,0.7396675657513261,0.39355152404525995,1.990719948657226,28
77,Cayman Islands,Cayman Islands Dollar,KYD,74155.27789,86568.8,-4.488961972622819,37.67275014662117,1.1673990370370386,0.24935543764633594,1.9722095620995672,77
15,Italy,Euro,EUR,45902.23562,35657.5,-5.365212264027239,33.28651748788077,0.7768140161012924,0.3747322933863289,1.9713251647118746,15
202,Vanuatu,Vatu,VUV,3057.4114,2996.6,-4.897177123293228,0.2617747863128534,0.9801101677059227,0.29700467088269633,1.9619810770307162,202
59,Bermuda,Bermudian Dollar,BMD,88185.46587,114090.3,-4.39738983292467,30.89178178943313,1.293754008945057,0.22500204503763915,1.9601418626591651,59
25,San Marino,Euro,EUR,56364.21,45320.2,-5.365212264027239,33.28651748788077,0.8040598812615309,0.3620343516350603,1.9582388785995548,25
10,France,Euro,EUR,50541.25936,43659.0,-5.365212264027239,33.28651748788077,0.863828890551017,0.3369849063540784,1.9324233398041375,10
5,Belgium,Euro,EUR,58905.16378,51247.0,-5.365212264027239,33.28651748788077,0.8699916392966525,0.3345978106451925,1.9299632389440236,5
23,Netherlands,Euro,EUR,63768.20005,57767.9,-5.365212264027239,33.28651748788077,0.9059045096882894,0.32133331347301153,1.9162930703031986,23
4,Austria,Euro,EUR,58430.64025,53637.7,-5.365212264027239,33.28651748788077,0.9179721421929824,0.31710907598227034,1.9119396418899124,4
90,Denmark,Danish Krone,DKK,64651.21645,68007.8,-5.131507979963378,4.46025417165438,1.0519183355597945,0.27672993990866224,1.906044755774134,90
14,Ireland,Euro,EUR,106351.3735,100172.1,-5.365212264027239,33.28651748788077,0.941897567500621,0.3090540923263293,1.9036383106335162,14
199,United Kingdom,Pound Sterling,GBP,49675.30467,46510.3,-5.419885586577923,37.77636695295253,0.9362861548404069,0.31090633593519323,1.897074180577334,199
11,Germany,Euro,EUR,53179.65,51203.6,-5.365212264027239,33.28651748788077,0.9628419893699939,0.30233132850671846,1.8967099428293255,11
30,Anguilla,East Caribbean Dollar,XCD,12200.0,21241.0,-4.432153227755504,11.439906254652124,1.7410655737704919,0.16719490763226963,1.8956316481349742,30
9,Finland,Euro,EUR,55013.3859,53654.8,-5.365212264027239,33.28651748788077,0.9753044485851216,0.29846813291027025,1.8927285981458122,9
19,Luxembourg,Euro,EUR,134544.5291,133490.1,-5.365212264027239,33.28651748788077,0.9921629730539522,0.29339665528160414,1.8875020182353852,19
138,Liechtenstein,Swiss Franc,CHF,139100.0,157755.0,-5.197514389992374,33.57285770276693,1.1341121495327102,0.2566741727511015,1.875367513396604,138
139,Switzerland,Swiss Franc,CHF,77273.60724,91991.6,-5.197514389992374,33.57285770276693,1.1904659726093565,0.24452382889217075,1.8628455725013287,139
3,Andorra,Euro,EUR,36839.88,42137.3,-5.365212264027239,33.28651748788077,1.1437957995520074,0.2545011075423572,1.8474169181316362,3
84,Costa Rica,Costa Rican Colon,CRC,23319.50228,12472.4,-7.201153812759027,0.0568201581807541,0.5348484650419391,0.5442612568130978,1.8309589655780867,84
110,French Polynesia,CFP Franc,XPF,15175.68734,19914.6,-5.36521226255507,0.2789410165494618,1.3122700510249177,0.2218272813289667,1.8137438202627925,110
120,Iceland,Iceland Krona,ISK,57611.59178,68727.6,-5.5219962936377325,0.2211903464249492,1.1929474238873392,0.2440151946007076,1.8121894637017761,120
21,Monaco,Euro,EUR,166909.97,234315.5,-5.365212264027239,33.28651748788077,1.4038436409760304,0.20735735041396408,1.798831351566864,21
127,Japan,Yen,JPY,42940.40525,39312.7,-6.534556166681749,0.2363086911294871,0.9155176755114577,0.31795923287407774,1.7204023910011161,127
91,Greenland,Danish Krone,DKK,15037.84954,54571.2,-5.131507979963378,4.46025417165438,3.6289231285924943,0.08021588980342668,1.703520666820039,91
114,Gibraltar,Gibraltar pound,GIP,31363.80736,92843.0,-5.419885586577923,37.77636695295253,2.9601954550456724,0.09833718827319482,1.678003976961151,114
181,Sri Lanka,Sri Lanka Rupee,LKR,14706.54132,4013.7,-10.493058247417004,0.0955455116042196,0.27291937054850635,1.0666054857273122,1.0992257508034982,181
