,Country,Currency,Currency abbreviation,GDP per capita PPP,GDP per capita,Forex score,today_rate,PPP,coffee,Final score,id,rank
15,Italy,Euro,EUR,45902.23562,35657.5,1.3519069303098181,140.39268234165507,0.7768140161012924,1.1785545272551816,1.9460155236788408,15,176
33,Grenada,East Caribbean Dollar,XCD,8223.3,9010.6,2.065590693440548,48.4139775761677,1.0957401529799473,0.8355244379989534,1.9419457728469034,33,177
48,Barbados,Barbados Dollar,BBD,15110.95733,17225.5,2.1060770228428582,65.35887090765739,1.1399343948779452,0.8031318991909914,1.937266882608763,48,178
200,Uruguay,Peso Uruguayo,UYU,25048.72397,17313.2,0.9777503743678059,3.3697602636571418,0.6911809168696749,1.324570243718234,1.9339431367383693,200,179
25,San Marino,Euro,EUR,56364.21,45320.2,1.3519069303098181,140.39268234165507,0.8040598812615309,1.1386187731130857,1.932929237566521,25,180
88,Czechia,Czech Koruna,CZK,45093.65777,26821.2,0.5437654505100057,5.940107994930134,0.5947887425056848,1.5392316802342765,1.9316360046517396,88,181
77,Cayman Islands,Cayman Islands Dollar,KYD,74155.27789,86568.8,2.0328311900800444,159.41127570627745,1.1673990370370386,0.7842371344036072,1.9203214720211177,77,182
10,France,Euro,EUR,50541.25936,43659.0,1.3519069303098181,140.39268234165507,0.863828890551017,1.0598368328795644,1.9071136987711037,10,183
59,Bermuda,Bermudian Dollar,BMD,88185.46587,114090.3,2.106077019475807,130.71774181531478,1.293754008945057,0.7076443196941141,1.905977181638008,59,184
202,Vanuatu,Vatu,VUV,3057.4114,2996.6,1.6087954132112923,1.107694769146378,0.9801101677059227,0.9340967022659786,1.9057511935194007,202,185
5,Belgium,Euro,EUR,58905.16378,51247.0,1.3519069303098181,140.39268234165507,0.8699916392966525,1.0523292801429804,1.9046535979109898,5,186
184,Sweden,Swedish Krona,SEK,59323.96461,61028.7,1.6697542976055975,12.499621836704074,1.028736032751807,0.8899442095583092,1.9005923592830654,184,187
23,Netherlands,Euro,EUR,63768.20005,57767.9,1.3519069303098181,140.39268234165507,0.9059045096882894,1.0106116767499878,1.8909834292701648,23,188
4,Austria,Euro,EUR,58430.64025,53637.7,1.3519069303098181,140.39268234165507,0.9179721421929824,0.9973262078785298,1.8866300008568786,4,189
14,Ireland,Euro,EUR,106351.3735,100172.1,1.3519069303098181,140.39268234165507,0.941897567500621,0.9719928228935086,1.8783286696004824,14,190
11,Germany,Euro,EUR,53179.65,51203.6,1.3519069303098181,140.39268234165507,0.9628419893699939,0.9508493456029048,1.8714003017962917,11,191
9,Finland,Euro,EUR,55013.3859,53654.8,1.3519069303098181,140.39268234165507,0.9753044485851216,0.9386993741693717,1.8674189571127784,9,192
19,Luxembourg,Euro,EUR,134544.5291,133490.1,1.3519069303098181,140.39268234165507,0.9921629730539522,0.9227492865344747,1.8621923772023514,19,193
30,Anguilla,East Caribbean Dollar,XCD,12200.0,21241.0,2.065590693440548,48.4139775761677,1.7410655737704919,0.5258375613784559,1.8404665054649307,30,194
90,Denmark,Danish Krone,DKK,64651.21645,68007.8,1.260325857743427,18.87297112336752,1.0519183355597945,0.8703315120220344,1.8305644342938505,90,195
199,United Kingdom,Pound Sterling,GBP,49675.30467,46510.3,1.0392231905082316,159.8694320829141,0.9362861548404069,0.9778182351393531,1.8303260578087843,199,196
3,Andorra,Euro,EUR,36839.88,42137.3,1.3519069303098181,140.39268234165507,1.1437957995520074,0.8004205609690472,1.8221072770986024,3,197
138,Liechtenstein,Swiss Franc,CHF,139100.0,157755.0,1.2533695707121226,142.0695557131108,1.1341121495327102,0.8072549755230818,1.8087920671763238,138,198
139,Switzerland,Swiss Franc,CHF,77273.60724,91991.6,1.2533695707121226,142.0695557131108,1.1904659726093565,0.7690414481186341,1.7962701262810485,139,199
110,French Polynesia,CFP Franc,XPF,15175.68734,19914.6,1.3519069302788256,1.1764906780273756,1.3122700510249177,0.697659505980811,1.7884341789973508,110,200
21,Monaco,Euro,EUR,166909.97,234315.5,1.3519069303098181,140.39268234165507,1.4038436409760304,0.6521507444197551,1.7735217105338301,21,201
120,Iceland,Iceland Krona,ISK,57611.59178,68727.6,1.0017359893489082,0.9359609877183168,1.1929474238873392,0.7674417641375604,1.755294147805261,120,202
84,Costa Rica,Costa Rican Colon,CRC,23319.50228,12472.4,-0.7182009084315003,0.240146580897269,0.5348484650419391,1.7117328278013646,1.7519959569381371,84,203
127,Japan,Yen,JPY,42940.40525,39312.7,0.0,1.0,0.9155176755114577,1.0,1.6583270840097382,127,204
91,Greenland,Danish Krone,DKK,15037.84954,54571.2,1.260325857743427,18.87297112336752,3.6289231285924943,0.2522835681742722,1.6280403453397556,91,205
114,Gibraltar,Gibraltar pound,GIP,31363.80736,92843.0,1.0392231905082316,159.8694320829141,2.9601954550456724,0.30927608984432153,1.6112558541926014,114,206
181,Sri Lanka,Sri Lanka Rupee,LKR,14706.54132,4013.7,-3.6134948019653508,0.4042982564950238,0.27291937054850635,3.3545353474598514,1.0992257508034982,181,207
